feature_id	target	support_state	evidence_ids	note
tooling.test-runner	darwin-arm64	supported	ev.tooling.test-runner.asymmetric.v1,ev.tooling.test-runner.async-asymmetric.v1,ev.tooling.test-runner.concurrent-flag.v1,ev.tooling.test-runner.concurrent.v1,ev.tooling.test-runner.coverage-suite.v1,ev.tooling.test-runner.coverage-text.v1,ev.tooling.test-runner.custom-matchers.v1,ev.tooling.test-runner.done-callback.v1,ev.tooling.test-runner.done-timeout.v1,ev.tooling.test-runner.expect-typeof.v1,ev.tooling.test-runner.expected-failures.v1,ev.tooling.test-runner.extended-matchers.v1,ev.tooling.test-runner.fake-timers.v1,ev.tooling.test-runner.manifest.v1,ev.tooling.test-runner.matchers.v1,ev.tooling.test-runner.mocks.v1,ev.tooling.test-runner.module-mocks.v1,ev.tooling.test-runner.on-finished.v1,ev.tooling.test-runner.parallel-files.v1,ev.tooling.test-runner.parameterized-only.v1,ev.tooling.test-runner.parameterized-todo.v1,ev.tooling.test-runner.parameterized.v1,ev.tooling.test-runner.preload.v1,ev.tooling.test-runner.randomize.v1,ev.tooling.test-runner.reporters.v1,ev.tooling.test-runner.retry-cli.v1,ev.tooling.test-runner.retry-repeat.v1,ev.tooling.test-runner.sharding.v1,ev.tooling.test-runner.snapshot-exotic.v1,ev.tooling.test-runner.snapshot-format.v1,ev.tooling.test-runner.snapshots.v1,ev.tooling.test-runner.unreachable.v1	Four-target shipped-binary evidence covers the complete public test-runner surface including concurrent scheduling, multi-file --parallel, exotic snapshots, and residual expect APIs.
tooling.test-runner	darwin-x64	supported	ev.tooling.test-runner.asymmetric.v1,ev.tooling.test-runner.async-asymmetric.v1,ev.tooling.test-runner.concurrent-flag.v1,ev.tooling.test-runner.concurrent.v1,ev.tooling.test-runner.coverage-suite.v1,ev.tooling.test-runner.coverage-text.v1,ev.tooling.test-runner.custom-matchers.v1,ev.tooling.test-runner.done-callback.v1,ev.tooling.test-runner.done-timeout.v1,ev.tooling.test-runner.expect-typeof.v1,ev.tooling.test-runner.expected-failures.v1,ev.tooling.test-runner.extended-matchers.v1,ev.tooling.test-runner.fake-timers.v1,ev.tooling.test-runner.manifest.v1,ev.tooling.test-runner.matchers.v1,ev.tooling.test-runner.mocks.v1,ev.tooling.test-runner.module-mocks.v1,ev.tooling.test-runner.on-finished.v1,ev.tooling.test-runner.parallel-files.v1,ev.tooling.test-runner.parameterized-only.v1,ev.tooling.test-runner.parameterized-todo.v1,ev.tooling.test-runner.parameterized.v1,ev.tooling.test-runner.preload.v1,ev.tooling.test-runner.randomize.v1,ev.tooling.test-runner.reporters.v1,ev.tooling.test-runner.retry-cli.v1,ev.tooling.test-runner.retry-repeat.v1,ev.tooling.test-runner.sharding.v1,ev.tooling.test-runner.snapshot-exotic.v1,ev.tooling.test-runner.snapshot-format.v1,ev.tooling.test-runner.snapshots.v1,ev.tooling.test-runner.unreachable.v1	Four-target shipped-binary evidence covers the complete public test-runner surface including concurrent scheduling, multi-file --parallel, exotic snapshots, and residual expect APIs.
tooling.test-runner	linux-arm64	supported	ev.tooling.test-runner.asymmetric.v1,ev.tooling.test-runner.async-asymmetric.v1,ev.tooling.test-runner.concurrent-flag.v1,ev.tooling.test-runner.concurrent.v1,ev.tooling.test-runner.coverage-suite.v1,ev.tooling.test-runner.coverage-text.v1,ev.tooling.test-runner.custom-matchers.v1,ev.tooling.test-runner.done-callback.v1,ev.tooling.test-runner.done-timeout.v1,ev.tooling.test-runner.expect-typeof.v1,ev.tooling.test-runner.expected-failures.v1,ev.tooling.test-runner.extended-matchers.v1,ev.tooling.test-runner.fake-timers.v1,ev.tooling.test-runner.manifest.v1,ev.tooling.test-runner.matchers.v1,ev.tooling.test-runner.mocks.v1,ev.tooling.test-runner.module-mocks.v1,ev.tooling.test-runner.on-finished.v1,ev.tooling.test-runner.parallel-files.v1,ev.tooling.test-runner.parameterized-only.v1,ev.tooling.test-runner.parameterized-todo.v1,ev.tooling.test-runner.parameterized.v1,ev.tooling.test-runner.preload.v1,ev.tooling.test-runner.randomize.v1,ev.tooling.test-runner.reporters.v1,ev.tooling.test-runner.retry-cli.v1,ev.tooling.test-runner.retry-repeat.v1,ev.tooling.test-runner.sharding.v1,ev.tooling.test-runner.snapshot-exotic.v1,ev.tooling.test-runner.snapshot-format.v1,ev.tooling.test-runner.snapshots.v1,ev.tooling.test-runner.unreachable.v1	Four-target shipped-binary evidence covers the complete public test-runner surface including concurrent scheduling, multi-file --parallel, exotic snapshots, and residual expect APIs.
tooling.test-runner	linux-x64	supported	ev.tooling.test-runner.asymmetric.v1,ev.tooling.test-runner.async-asymmetric.v1,ev.tooling.test-runner.concurrent-flag.v1,ev.tooling.test-runner.concurrent.v1,ev.tooling.test-runner.coverage-suite.v1,ev.tooling.test-runner.coverage-text.v1,ev.tooling.test-runner.custom-matchers.v1,ev.tooling.test-runner.done-callback.v1,ev.tooling.test-runner.done-timeout.v1,ev.tooling.test-runner.expect-typeof.v1,ev.tooling.test-runner.expected-failures.v1,ev.tooling.test-runner.extended-matchers.v1,ev.tooling.test-runner.fake-timers.v1,ev.tooling.test-runner.manifest.v1,ev.tooling.test-runner.matchers.v1,ev.tooling.test-runner.mocks.v1,ev.tooling.test-runner.module-mocks.v1,ev.tooling.test-runner.on-finished.v1,ev.tooling.test-runner.parallel-files.v1,ev.tooling.test-runner.parameterized-only.v1,ev.tooling.test-runner.parameterized-todo.v1,ev.tooling.test-runner.parameterized.v1,ev.tooling.test-runner.preload.v1,ev.tooling.test-runner.randomize.v1,ev.tooling.test-runner.reporters.v1,ev.tooling.test-runner.retry-cli.v1,ev.tooling.test-runner.retry-repeat.v1,ev.tooling.test-runner.sharding.v1,ev.tooling.test-runner.snapshot-exotic.v1,ev.tooling.test-runner.snapshot-format.v1,ev.tooling.test-runner.snapshots.v1,ev.tooling.test-runner.unreachable.v1	Four-target shipped-binary evidence covers the complete public test-runner surface including concurrent scheduling, multi-file --parallel, exotic snapshots, and residual expect APIs.
utility.semver	darwin-arm64	supported	ev.utility.semver.bun-edge-matrix.v1,ev.utility.semver.bun-public.v1,ev.utility.semver.node-public-corpus.v1	The complete public surface executes through the shipped binary.
utility.semver	darwin-x64	supported	ev.utility.semver.bun-edge-matrix.v1,ev.utility.semver.bun-public.v1,ev.utility.semver.node-public-corpus.v1	The complete public surface executes through the shipped binary.
utility.semver	linux-arm64	supported	ev.utility.semver.bun-edge-matrix.v1,ev.utility.semver.bun-public.v1,ev.utility.semver.node-public-corpus.v1	The complete public surface executes through the shipped binary.
utility.semver	linux-x64	supported	ev.utility.semver.bun-edge-matrix.v1,ev.utility.semver.bun-public.v1,ev.utility.semver.node-public-corpus.v1	The complete public surface executes through the shipped binary.
web.cookies	darwin-arm64	supported	ev.web.cookies.headers.v1,ev.web.cookies.public.v1,ev.web.cookies.security.v1,ev.web.cookies.server.v1	The complete public surface executes through the shipped binary.
web.cookies	darwin-x64	supported	ev.web.cookies.headers.v1,ev.web.cookies.public.v1,ev.web.cookies.security.v1,ev.web.cookies.server.v1	The complete public surface executes through the shipped binary.
web.cookies	linux-arm64	supported	ev.web.cookies.headers.v1,ev.web.cookies.public.v1,ev.web.cookies.security.v1,ev.web.cookies.server.v1	The complete public surface executes through the shipped binary.
web.cookies	linux-x64	supported	ev.web.cookies.headers.v1,ev.web.cookies.public.v1,ev.web.cookies.security.v1,ev.web.cookies.server.v1	The complete public surface executes through the shipped binary.
web.csrf	darwin-arm64	supported	ev.web.csrf.cross-process.v1,ev.web.csrf.public.v1	The complete public surface executes through the shipped binary.
web.csrf	darwin-x64	supported	ev.web.csrf.cross-process.v1,ev.web.csrf.public.v1	The complete public surface executes through the shipped binary.
web.csrf	linux-arm64	supported	ev.web.csrf.cross-process.v1,ev.web.csrf.public.v1	The complete public surface executes through the shipped binary.
web.csrf	linux-x64	supported	ev.web.csrf.cross-process.v1,ev.web.csrf.public.v1	The complete public surface executes through the shipped binary.
web.css-color	darwin-arm64	supported	ev.web.css-color.corpus.v1,ev.web.css-color.public.v1,ev.web.css-color.stress.v1	The complete public surface executes through the shipped binary.
web.css-color	darwin-x64	supported	ev.web.css-color.corpus.v1,ev.web.css-color.public.v1,ev.web.css-color.stress.v1	The complete public surface executes through the shipped binary.
web.css-color	linux-arm64	supported	ev.web.css-color.corpus.v1,ev.web.css-color.public.v1,ev.web.css-color.stress.v1	The complete public surface executes through the shipped binary.
web.css-color	linux-x64	supported	ev.web.css-color.corpus.v1,ev.web.css-color.public.v1,ev.web.css-color.stress.v1	The complete public surface executes through the shipped binary.
